PredictiveFeature,TargetFeature,SHAPValue
NACA,TRIM56,0.0152662808767989
PPIG,TRIM56,0.0214054918778291
NUMA1,TRIM56,0.0030346224189986
NES,TRIM56,0.0245858174433294
NHSL3,TRIM56,0.0079326207927996
USP24,TRIM56,0.0128680475577757
BRD8,TRIM56,0.0126259989341853
RIF1,TRIM56,0.0104739180084171
EIF4B,VCP,0.0049814781677294
PPIG,VCP,0.0052175711420622
MAP1S,VCP,0.0108174193927445
MYOZ2,VCP,0.0043370083028076
CALD1,VCP,0.0232850796870546
SASH1,VCP,0.0029423165841134
NCL,VCP,0.029309167219526
PLEKHO2,VCP,0.0039774039879278
PRAG1,VCP,0.0048610613825051
LMO7,TRRAP,0.0009087772909811
ABLIM1,TRRAP,0.0123945333101997
MAP1S,TRRAP,0.0248649617063886
BRD8,TRRAP,0.0262949143071199
NCL,TRRAP,0.0130393688272713
GPATCH8,TRRAP,0.0021577627080589
SPEN,TRRAP,0.0020463313507454
PLEKHO2,TRRAP,0.0428630799670831
HUWE1,ATP13A3,0.0028750119687157
GPATCH8,ATP13A3,0.00936828087916
AHNAK2,ATP13A3,0.006218244870283
PLEC,ATP13A3,0.0044214256289245
CLASP1,ATP13A3,0.010255682706525
NELFE,ATP13A3,0.0141048871468973
PLEKHA6,ATP13A3,0.0108219858877747
CDC42BPA,ATP13A3,0.0111323723572131
FARP1,ATP13A3,0.0045090909008317
NHSL3,ATP13A3,0.0335439602742911
ARHGAP30,PHLDB1,0.0032932515421189
WASHC2A,PHLDB1,0.0031979458578955
ABLIM1,PHLDB1,0.0029406653312347
EIF4B,PHLDB1,0.0057389504012399
BAG3,PHLDB1,0.0186056601500534
MAP1S,PHLDB1,0.0037529759391706
CAST,PHLDB1,0.0248566103212791
NCL,PHLDB1,0.002845090271633
SYNPO,PHLDB1,0.0234731953376865
TPM3,DNTTIP2,0.0008291831477837
PPIG,DNTTIP2,0.0068454938424986
BAG3,DNTTIP2,0.0036983094423507
CDK16,DNTTIP2,0.0011546455251103
ABLIM1,DNTTIP2,0.0081098718877768
WASHC2A,DNTTIP2,0.0023127195337222
NACA,DNTTIP2,0.0044308839288507
CALD1,DNTTIP2,0.0072624149988468
TCOF1,MARF1,0.0046764440543763
ADAR,MARF1,0.0030462416913577
AHNAK2,MARF1,0.0012242724420993
KMT2D,MARF1,0.0103996218324467
GPATCH8,MARF1,0.0034335462241556
PLEC,MARF1,0.0607401865584299
NUMA1,MARF1,0.0406876726873853
LARP1,MARF1,0.0032760718865946
TJP1,MARF1,0.0016776245609599
ASXL2,MARF1,0.0052118411772933
SYNPO2L,SARG,0.0033175565590625
LMO7,SARG,0.0026013759811058
NELFE,SARG,0.0010081897014376
PLEC,SARG,0.0032962791046934
KMT2D,SARG,0.0277135698813064
NACA,SARG,0.0018761901802927
IRS2,SARG,0.0184648788126581
NUMA1,SARG,0.0091130669050509
MAP1S,DNAJC5,0.0025748053372761
HUWE1,DNAJC5,0.0194398572038556
EIF3A,DNAJC5,0.0008911653116222
ARPP19,DNAJC5,0.0039319501381837
SYNPO,DNAJC5,0.0243696121099493
NOLC1,DNAJC5,0.0049614551974506
SON,DNAJC5,0.033797165714765
DMD,DNAJC5,0.0074532690789144
ABLIM1,PKN3,0.0009394315817644
LMO7,PKN3,0.0011939468634379
NCOR1,PKN3,0.0006428265043671
SPEN,PKN3,0.0234209215829501
HUWE1,PKN3,0.0034962743829475
MDC1,PKN3,0.009087008960597
SON,PKN3,0.0004023807152276
PHB2,PKN3,0.0004870713406879
KMT2D,PKN3,0.0032412493220314
FLNC,PKN3,0.0044380224958931
GPATCH8,PKN3,0.0031110330544899
LMO7,AGGF1,0.0022130275627488
AHNAK2,AGGF1,0.0099672472757303
SPEN,AGGF1,0.0045696729726842
TCOF1,AGGF1,0.003985893584351
NACA,AGGF1,0.0034546698743963
PLEKHA6,AGGF1,0.0140236790460399
KMT2D,AGGF1,0.0065486890993455
NUMA1,AGGF1,0.0160564230139189
NCOR2,AGGF1,0.0067849455992292
BAG3,AGGF1,0.0249155806489354
LMO7,EBAG9,0.0015120181746369
TCOF1,EBAG9,0.0174303621028397
SRRM2,EBAG9,0.008011137404611
GPATCH8,EBAG9,0.0146779674141327
NCOR2,EBAG9,0.0086610329567892
ATXN2L,EBAG9,0.0253750021037996
NHSL3,EBAG9,0.0016033438723142
PHLDB1,EBAG9,0.0455627415682655
TP53BP1,EBAG9,0.0098576814115454
NEB,UNKL,0.0066688199363281
TTN,UNKL,0.0104563002495816
WASHC2A,UNKL,0.0014024402380867
HRC,UNKL,0.0038811405218635
AGAP2,UNKL,0.0009424335301819
ARPP19,UNKL,0.0034944465998652
PEAR1,UNKL,0.0067366773327645
TCOF1,UTP14A,0.0012945934198668
MDC1,UTP14A,0.0079748095946369
KMT2D,UTP14A,0.0345033369361045
SRRM2,UTP14A,0.0263210704044506
NUMA1,UTP14A,0.0243092029274868
NIPBL,UTP14A,0.0102565627539304
BAG3,UTP14A,0.0083888885060369
ABLIM1,UTP14A,0.0138903493981013
MAP1S,UTP14A,0.0318825668888878
SCAF11,KHNYN,0.0061097363990392
ANKRD11,KHNYN,0.0044669952684926
CCDC88C,KHNYN,0.0044431697937917
SRGAP2,KHNYN,0.0136712092836027
TCOF1,KHNYN,0.0105353752749427
DNTTIP2,KHNYN,0.008197940023818
UBN2,KHNYN,0.025165550002145
MAST2,KHNYN,0.0125750105019013
ADAR,KHNYN,0.0048064997903167
CHD7,KHNYN,0.0178333617610783
SPEN,ADD2,0.0043659707407445
LRRFIP2,ADD2,0.010130274351347
AHNAK2,ADD2,0.0157236468048993
GPATCH8,ADD2,0.0028278975602768
PRRC2A,ADD2,0.045911580868805
CLASP1,ADD2,0.0134381684847993
PLEC,ADD2,0.0041572852831219
KMT2D,ADD2,0.0200781735139844
TJP1,ADD2,0.0047423224834411
NES,ADD2,0.0019983067536283
LMO7,PCNX3,0.0118159012478561
HUWE1,PCNX3,0.0004143813164875
ACTC1,PCNX3,0.0006372606715089
BAG3,PCNX3,0.0006622214839596
BRD8,PCNX3,0.0162719444220484
MAP1S,PCNX3,0.0025019560791743
AHNAK2,PCNX3,0.019625609876656
ABLIM1,PCNX3,0.0018407590635214
NEB,PTMS,0.0008619286707973
HUWE1,PTMS,0.0020886348303852
ABLIM1,PTMS,0.0004248912442318
PLEC,PTMS,0.0190140087446755
NACA,PTMS,0.00039717422152
AHNAK2,PTMS,0.0129733526395121
CLASP1,PTMS,0.0026310769432232
SHANK3,PTMS,0.0007585323394515
NES,PTMS,0.0218343603421107
HUWE1,PDS5B,0.0066442028643743
AHNAK2,PDS5B,0.0047945589570746
KMT2D,PDS5B,0.0367765671372302
SRRM2,PDS5B,0.0282068464585775
LARP1,PDS5B,0.0062642191302776
NUMA1,PDS5B,0.03434901670354
MAP1S,PDS5B,0.0429629427474874
NCL,PDS5B,0.0087494705125396
RIF1,PDS5B,0.0049661175049818
SRRM2,CHCHD3,0.0017371178947302
GPATCH8,CHCHD3,0.0099491831315542
IRS2,CHCHD3,0.0156504231961139
ATXN2L,CHCHD3,0.0014461618122749
PLEKHA6,CHCHD3,0.0304368340669693
TP53BP1,CHCHD3,0.0327880028958641
FARP1,CHCHD3,0.0064246643934571
NHSL3,CHCHD3,0.0087901574711251
EIF4G1,CHCHD3,0.0468681141760227
PPIG,CHCHD3,0.0182954376067002
NEB,PHF20,0.001114276671726
HUWE1,PHF20,0.0011283450704946
LMO7,PHF20,0.001595551611093
GPATCH8,PHF20,0.001511666994147
BRD8,PHF20,0.0151465844954967
MDC1,PHF20,0.0134890395854393
PPIG,PHF20,0.0148497672199336
PLEKHA6,PHF20,0.0312653516688993
ADAR,PHF20,0.0127300717658716
KMT2D,PHF20,0.0023897209761785
CLASP1,PHF20,0.0048347099861345
NSD3,CAV2,0.0015685679150547
TNRC6C,CAV2,0.0025826259811826
ARHGAP30,CAV2,0.0004958263428485
TRIM28,CAV2,0.0032291023161018
PPIG,CAV2,0.0255301487500983
ZNF185,CAV2,0.0022789382665593
ILF3,CAV2,0.0031908920771205
USP24,CAV2,0.0147517816968582
MYH3,CAV2,0.0107206990335924
LSP1,COPB2,0.0040681081308829
CLMN,COPB2,0.0002918960425837
MAP1S,COPB2,0.0033869056531586
UBTD1,COPB2,0.0013097886337135
WASHC2A,COPB2,0.0197628490631505
BAG3,COPB2,0.0028559716124026
KIF13B,COPB2,0.0012985220862838
PPIG,COPB2,0.018647801298236
ABLIM1,COPB2,0.0014619481244903
LMO7,COPB2,0.0035022760577616
TCOF1,RASSF8,0.0016762935397118
SPEN,RASSF8,0.0008676172680729
SRRM2,RASSF8,0.0084833247727448
AHNAK2,RASSF8,0.0276965257354616
XIRP1,RASSF8,0.0048746378729266
MDC1,RASSF8,0.0016392839263315
KMT2D,RASSF8,0.0237900162762198
PLEC,RASSF8,0.0064675081965725
ARPP19,RASSF8,0.0034909980514077
MKI67,MYH1,0.0350850388001368
RBM33,MYH1,0.0067246019313163
KIF13B,MYH1,0.004972375841474
DMXL2,MYH1,0.004585942652036
LSP1,MYH1,0.0011191764378232
DOCK5,MYH1,0.0241713063244725
NEB,ASPH,0.0037077379398261
NCOR1,ASPH,0.0036328343762927
EIF4B,ASPH,0.0045735896667961
TCOF1,ASPH,0.0085393434868612
PPIG,ASPH,0.0046358985704737
SERBP1,ASPH,0.0019864439012868
USP24,ASPH,0.0014917115213283
GPATCH8,ASPH,0.0170229861865346
DPYSL2,ASPH,0.0088327046674455
CALD1,ASPH,0.0008120666697169
PCBP2,ASPH,0.040471426861203
NCOR1,POLR3C,0.0022921121520011
LMO7,POLR3C,0.0033648796789287
SPEN,POLR3C,0.0085535861882812
NUMA1,POLR3C,0.0155164601180149
PCBP1,POLR3C,0.0051779458436497
PLEKHA6,POLR3C,0.041230969957515
IRS2,POLR3C,0.0069997637172799
NELFE,POLR3C,0.005290557640534
FARP1,POLR3C,0.0103195547718678
NEB,KAZN,0.0010590833836555
HUWE1,KAZN,0.0037875147710608
MAP1S,KAZN,0.0012431395628596
AHNAK2,KAZN,0.0190312393141925
SPEN,KAZN,0.0007852088053964
PLEC,KAZN,0.0043692857877232
MDC1,KAZN,0.005843237058132
BAG3,KAZN,0.0116634918879642
PLEKHA6,KAZN,0.0049589983385587
ARPP19,KAZN,0.0017950450300606
USP24,COIL,0.0408381454278263
CAST,COIL,0.0014655955236456
PRAG1,COIL,0.0138406226985652
SRRM2,COIL,0.0105065604454475
PARN,COIL,0.0136234973214196
EIF3A,COIL,0.0055729348092071
KRT18,COIL,0.0145476533078239
ILF3,COIL,0.054797073950473
HUWE1,WDR33,0.0087124350789684
KMT2D,WDR33,0.0064596826458274
CLASP1,WDR33,0.0211950380386288
NELFE,WDR33,0.0066264043524792
SRRM2,WDR33,0.0050132795573837
PLEKHA6,WDR33,0.040032610150024
CDC42BPA,WDR33,0.0075999819653769
PHRF1,WDR33,0.0228993730621252
MAP1S,WDR33,0.017650111581801
EIF4B,WDR33,0.0049060787721753
HUWE1,CNOT4,0.0038120348306924
TCOF1,CNOT4,0.0016601376867324
BAG3,CNOT4,0.0186068400091265
PRRC2A,CNOT4,0.0028465377972797
MDC1,CNOT4,0.0083651068086468
KMT2D,CNOT4,0.0028455281145311
ABLIM1,CNOT4,0.013290638850265
PLEC,CNOT4,0.0132981159333563
SRRM2,CNOT4,0.0027491977561097
PPIG,CNOT4,0.0018819302866227
LMO7,RSL1D1,0.0106282879607527
IRS2,RSL1D1,0.0031679025902573
SRRM2,RSL1D1,0.0080888308994459
FNBP4,RSL1D1,0.0162220143579058
TP53BP1,RSL1D1,0.0719579543707671
GPATCH8,RSL1D1,0.0217477181825251
OFD1,RSL1D1,0.0062514577981621
EIF4G1,RSL1D1,0.0303283953990038
NUMA1,RSL1D1,0.0055693298935846
ABLIM1,HDLBP,0.0072646049587955
MAP1S,HDLBP,0.0100002151898428
EIF4B,HDLBP,0.0120937471368814
NCL,HDLBP,0.0162715902405025
PCBP2,HDLBP,0.0130477260421774
PLEKHO2,HDLBP,0.0200488328763305
MINK1,HDLBP,0.0079831563670127
CLASP1,HDLBP,0.0047957260449482
NOLC1,HDLBP,0.0135026886441739
CAST,HDLBP,0.0095321773845432
LMO7,LDHA,0.0056207916889262
HUWE1,LDHA,0.001469123908801
MDC1,LDHA,0.0041033874328043
GPATCH8,LDHA,0.0071532835780539
LRRFIP2,LDHA,0.000848833153016
ADAR,LDHA,0.0009221448553165
LARP1,LDHA,0.0307605896194802
PRRC2C,LDHA,0.0068907777439782
NHSL3,LDHA,0.0088413509928419
KMT2D,UBE4B,0.020301486388934
PLEC,UBE4B,0.0145717195017026
LARP1,UBE4B,0.0214608797937954
RIF1,UBE4B,0.0238823763161151
PHRF1,UBE4B,0.0073756549793873
TRIM28,UBE4B,0.0089467739636801
MAST4,UBE4B,0.0155029323686174
TP53BP1,UBE4B,0.0282226674872005
USP10,UBE4B,0.0209112699281328
EIF4G1,UBE4B,0.0251805117923359
MYO1F,ZNF687,0.001516823686224
BRD8,ZNF687,0.0196087972040295
ARPP19,ZNF687,0.0027953666216802
ABLIM1,ZNF687,0.0050488538290766
ABLIM1,SYNRG,0.0018070406757515
MAP1S,SYNRG,0.0066713893598939
WASHC2A,SYNRG,0.0078621559601108
CDK11A,SYNRG,0.0085481852564628
SCAF11,SYNRG,0.0272107336771343
PLEKHO2,SYNRG,0.0209242525660142
SON,SYNRG,0.0096291011748019
PRAG1,SYNRG,0.0052966956513211
DMD,SYNRG,0.0035436186992418
NOLC1,SYNRG,0.0024761869754656
TNS1,SYNRG,0.0038463859519853
CBX3,SYNRG,0.008218530616749
MAP1S,ATXN7L3,0.0048749335949272
SPEN,ATXN7L3,0.010288115032592
PPIG,ATXN7L3,0.0054761292407651
BRD8,ATXN7L3,0.0520062537414437
ARPP19,ATXN7L3,0.0077462055443775
TTN,ATXN7L3,0.0010442777183592
NCL,ATXN7L3,0.0281338071389001
ADAR,ATXN7L3,0.001266044281837
USP24,ATXN7L3,0.0008738810673601
CKMT2,SRSF1,0.0151547972462599
PLEC,SRSF1,0.0053231574411277
KMT2D,SRSF1,0.0197965252998979
SRRM2,SRSF1,0.0462062826241595
LARP1,SRSF1,0.0129525854283444
PLEKHA6,SRSF1,0.0341537337655956
NHSL3,SRSF1,0.0122143953673378
EIF4G1,SRSF1,0.0064180784790049
TP53BP1,SRSF1,0.0127510061696644
HDGFL2,SRSF1,0.0102385442023993
SRGAP1,SRSF1,0.0123916077837364
NCOR1,CCNY,0.0065629000761649
GPATCH8,CCNY,0.0177775403024371
PRRC2C,CCNY,0.0043562951180645
AHNAK2,CCNY,0.0086122887722873
KMT2D,CCNY,0.0113284896812048
EIF4B,CCNY,0.0199785006413903
PPIG,CCNY,0.0099309020066805
ATXN2L,CCNY,0.0025218307914988
PLEC,CCNY,0.0221947609714732
FARP1,CCNY,0.0041586176067112
USP24,CCNY,0.0127123656667426
SPEN,PPP1CB,0.0024546490489434
FLNC,PPP1CB,0.0062928250645632
MDC1,PPP1CB,0.0009270052610574
AHCTF1,PPP1CB,0.0056052612540275
KMT2D,PPP1CB,0.013243684919738
SRRM2,PPP1CB,0.0047783603893301
NES,PPP1CB,0.0060664604666352
IRS2,PPP1CB,0.0110362229380639
LARP1,PPP1CB,0.0048898013853474
PLEKHA6,PPP1CB,0.0388050808064187
KMT2D,CEP170,0.0045292190593714
PLEC,CEP170,0.0287906661320328
NCOR2,CEP170,0.0149269484818948
IRS2,CEP170,0.0071955375977307
PLEKHA6,CEP170,0.0290322856363558
NUMA1,CEP170,0.0057556600848994
PHLDB1,CEP170,0.0137738106040713
EIF4B,CEP170,0.0567222758785659
ABLIM1,CEP170,0.0258196392163298
NCL,CEP170,0.0313534857902099
NEB,CBFA2T2,0.0056032090853873
EIF4B,CBFA2T2,0.0204917227549273
SPEG,CBFA2T2,0.0038237916704061
USP24,CBFA2T2,0.0037556140751354
BRD8,CBFA2T2,0.0211089590327813
FLNC,CBFA2T2,0.0045299771671191
ABLIM1,CBFA2T2,0.0088570182512111
FAM83B,CBFA2T2,0.0010643912341827
CAST,CBFA2T2,0.0021137842578735
TCOF1,MARK2,0.0084075699162498
KMT2D,MARK2,0.0270939598664539
SRRM2,MARK2,0.0146097861756412
FARP1,MARK2,0.0093122325773688
ABLIM1,MARK2,0.0087848804181749
RIF1,MARK2,0.0247511491436679
PHRF1,MARK2,0.0097551207527729
EIF4G1,MARK2,0.066319540826865
TP53BP1,MARK2,0.0273730669740557
HDGFL2,MARK2,0.0106635153479649
LMO7,RRP1,0.0040212937267255
PHKA1,RRP1,0.0096316218989766
AKAP9,RRP1,0.001429024886649
NACA,RRP1,0.0050637904884498
XIRP2,RRP1,0.0025624813281078
PRRC2A,RRP1,0.0040882048356307
SPEN,RRP1,0.0176205350898293
SRRM2,RRP1,0.0050772824187167
BCL11A,RRP1,0.0048969688269429
MDC1,RRP1,0.0059581232558045
GPATCH8,RRP1,0.0013455190984131
NEB,SAMHD1,0.0011955734152215
MAP1S,SAMHD1,0.0011482052486602
NCOR1,SAMHD1,0.0016418003673999
BRD8,SAMHD1,0.0110453630637225
BAG3,SAMHD1,0.0016102303231286
HUWE1,SAMHD1,0.0007142088319452
GPATCH8,SAMHD1,0.0010573758862804
SPEN,SAMHD1,0.0023493453401575
PCBP2,SAMHD1,0.0012756958513002
RANBP3,SAMHD1,0.0154229135763347
PLEKHO2,SAMHD1,0.0188967651415804
GPATCH8,LARP4B,0.0184158929861891
PRRC2C,LARP4B,0.0066469890320945
IRS2,LARP4B,0.0144314867459125
LARP1,LARP4B,0.0084389590908701
PLEKHA6,LARP4B,0.0350060634094666
ATXN2L,LARP4B,0.013899355718657
NIPBL,LARP4B,0.0151108960528941
PCBP1,LARP4B,0.0091752398079134
EIF4B,LARP4B,0.0096758497615547
BOD1L1,CAVIN4,0.0500659470993629
DDX54,CAVIN4,0.0076024365823546
SEPTIN2,CAVIN4,0.0034601698138438
CDK13,CAVIN4,0.0222181499568186
RIF1,CAVIN4,0.0057504771469644
SHANK3,BZW2,0.0025356545539685
PPIG,BZW2,0.0056760035201259
BCL11B,BZW2,0.0030218436975449
USP24,BZW2,0.0074286268472005
NACA,BZW2,0.0055514838906613
THRAP3,BZW2,0.0157999038967223
PCBP2,BZW2,0.003137560183967
ABLIM1,BZW2,0.0083854717124659
MINK1,BZW2,0.0010236662483887
TTN,TYK2,0.0001278586209194
POLR2A,TYK2,0.0028912443349216
LMO7,TYK2,0.0044604080293722
XIRP2,TYK2,0.0021252971026486
ADAR,TYK2,0.0018440002041468
FLNC,TYK2,0.001334400909645
ABLIM1,BRCA2,0.0005982347275621
LMO7,BRCA2,0.0020683428265658
HUWE1,BRCA2,0.0032728481128351
SPEN,BRCA2,0.0025307707986024
MDC1,BRCA2,0.0192052825549948
KMT2D,BRCA2,0.0068708604236357
PLEKHA6,BRCA2,0.0263253605631281
ADAR,BRCA2,0.0008735997419631
CLASP1,BRCA2,0.0033077648367404
MAP1S,ZNF318,0.0535225781401215
IRS2,ZNF318,0.0022981566110499
SASH1,ZNF318,0.0039984506731564
RIF1,ZNF318,0.002446776923928
SVIL,ZNF318,0.0037280833567866
THRAP3,ZNF318,0.0848042742165815
NOLC1,ZNF318,0.0129199267599438
EIF3A,ZNF318,0.0120703748545071
MAP1B,ZNF318,0.0074813904632863
MKI67,LMOD2,0.0804892210894123
NCOR1,LMOD2,0.0035046816293606
SRRM2,LMOD2,0.0068062150898336
LMO7,LMOD2,0.0176852809693111
KIDINS220,LMOD2,0.0212943730746279
HSPA4L,LMOD2,0.0008624048127741
BAG3,FKBP5,0.0023673303120002
USP24,FKBP5,0.0187355490354086
PCBP2,FKBP5,0.0157655241494432
NCL,FKBP5,0.0647783847753164
PRAG1,FKBP5,0.006672027913115
ARPP19,FKBP5,0.0134122349383925
NELFA,FKBP5,0.0006579320593113
CAMSAP1,FKBP5,0.0040168032314913
RSL1D1,FKBP5,0.0255273445474344
RTN4,FKBP5,0.0065340419367301
ABLIM1,EPS15L1,0.0218896345955478
EIF4B,EPS15L1,0.0066686368035162
PLEKHA6,EPS15L1,0.0018548492548975
PLEC,EPS15L1,0.0518835423504826
IRS2,EPS15L1,0.001623421553808
USP24,EPS15L1,0.0019188266258927
NOLC1,EPS15L1,0.098653486443153
MINK1,EPS15L1,0.0095269179898877
SYNPO,EPS15L1,0.0145288333868351
XIRP1,PSMA4,0.0081606088419885
BRD8,PSMA4,0.011152216837307
MYH7,PSMA4,0.0008904073512128
CKM,PSMA4,0.0002440756358099
ABLIM1,PSMA4,0.0129011410204982
PPIG,PSMA4,0.0040245629255085
MAP1S,PSMA4,0.0035583753466046
PFDN4,PSMA4,0.0012726092133565
BAG3,PSMA4,0.0001781226333682
WASHC2A,PSMA4,0.0020982151325536
EIF4B,ZKSCAN8,0.0068658571635157
PLEKHO2,ZKSCAN8,0.002770915752435
MAP1S,ZKSCAN8,0.0121778102866678
ARPP19,ZKSCAN8,0.0076354553160032
SASH1,ZKSCAN8,0.0275540966933471
NCL,ZKSCAN8,0.0087921801182272
SVIL,ZKSCAN8,0.0272961564084682
AHNAK2,ZKSCAN8,0.0067862116905008
FLNC,ZKSCAN8,0.0067823992552258
MINK1,ZKSCAN8,0.0019809342561741
HUWE1,OPTN,0.003301160595258
MAP1S,OPTN,0.009469248609772
ABLIM1,OPTN,0.0049355325534204
AHNAK2,OPTN,0.02017976102172
BRD8,OPTN,0.0124469052272505
CALD1,OPTN,0.017168164532899
PCBP2,OPTN,0.012413610526723
LARP1,OPTN,0.0136598211695236
KMT2D,OPTN,0.0034913424277818
PLEC,OPTN,0.0188431968674003
SPEN,DENND1A,0.0048419707314571
AHNAK2,DENND1A,0.0131672660608545
KMT2D,DENND1A,0.0388623765672343
SRRM2,DENND1A,0.0045215958866033
NUMA1,DENND1A,0.0336852448261562
PLEKHA6,DENND1A,0.0368019911267003
NHSL3,DENND1A,0.0101273782054504
RIF1,DENND1A,0.0189796572539206
ASXL2,DENND1A,0.0099335521598138
PBRM1,SMTNL1,0.0270528317850849
TEX2,SMTNL1,0.0087464537864351
LMO7,SMTNL1,0.0134461006487505
NCOR1,SMTNL1,0.0009609153761566
RAI14,SMTNL1,0.00556994099868
KMT2D,SMTNL1,0.0055188676591254
SRRM2,SMTNL1,0.0064679932798358
ITPRID2,SMTNL1,0.0157447256627339
GPATCH8,SMTNL1,0.0041328135266017
TJP1,SMTNL1,0.0716009325279836
NEB,CALM1,0.0021202798155865
LMO7,CALM1,0.0012195557364022
SPEN,CALM1,0.001581797846455
HUWE1,CALM1,0.000254958939981
NCOR1,CALM1,0.0008552382342417
MAP1S,CALM1,0.0059989231174117
MDC1,CALM1,0.0071987155554956
BRD8,CALM1,0.0116542021929696
PLEC,CALM1,0.0044964815300855
NES,CALM1,0.0007380728080151
HUWE1,NUP35,0.0077880083368626
ADAR,NUP35,0.0057938173092762
KMT2D,NUP35,0.0082309943894221
MDC1,NUP35,0.016740587542351
NCOR2,NUP35,0.0190597128068612
SRRM2,NUP35,0.009275225662037
NUMA1,NUP35,0.0236753978122151
CDC42BPA,NUP35,0.0119668455555598
NUP214,NUP35,0.0074356430741473
AHCTF1,NUP35,0.015334156395198
HUWE1,ALS2,0.0045118842690289
LRRFIP2,ALS2,0.0075413866700775
PRRC2A,ALS2,0.01951337804537
PLEC,ALS2,0.0230731962397503
PLEKHA6,ALS2,0.0343598852803017
TJP1,ALS2,0.0116077324998277
NES,ALS2,0.0151654199825383
MAST4,ALS2,0.0177140829288742
USP10,ALS2,0.0249182404727553
USP24,ALS2,0.0077628430839998
HCFC1,ALS2,0.0083629964285578
FARP1,PAN2,0.0004443472599448
AHNAK2,PAN2,0.0319210798261088
MDC1,PAN2,0.0120786254624385
SRRM2,PAN2,0.0035020280757025
PRRC2A,PAN2,0.0009253884626788
ADAR,PAN2,0.007309205506866
CLASP1,PAN2,0.0025491265263551
SYNPO2L,MSX2,0.003136426476278
LMO7,MSX2,0.0015164898754945
HUWE1,MSX2,0.0064872694521696
TCOF1,MSX2,0.0010033988367456
ATXN2L,MSX2,0.0007582663505397
SPEN,MSX2,0.0119973341084045
PRRC2C,MSX2,0.0023833362959257
NCOR2,CDK16,0.0096285517008988
NUP214,CDK16,0.0026141550915855
GPATCH8,CDK16,0.0115005417972576
MDC1,CDK16,0.0027576508616784
MAP4,CDK16,0.0578491304258289
RASAL2,CDK16,0.0190673001922897
AKAP9,CDK16,0.0025263622555814
LARP1,CDK16,0.025045142174178
TNS2,CDK16,0.0031276654859036
NCOR1,RGS3,0.0023389963780911
LMO7,RGS3,0.0021493335958858
HUWE1,RGS3,0.001756718076187
TCOF1,RGS3,0.0063452499915116
SPEN,RGS3,0.006496518193165
PRRC2A,RGS3,0.0046999920410457
GPATCH8,RGS3,0.0278978012289002
PLEKHA6,RGS3,0.0034018688905097
ABLIM1,RGS3,0.0057521627128845
AHNAK2,FAM171A1,0.0012685768017281
ABLIM1,FAM171A1,0.0200416924874914
BRD8,FAM171A1,0.0034876622835333
PLEC,FAM171A1,0.0129016163080519
USP24,FAM171A1,0.0037752840172406
PLEKHA6,FAM171A1,0.0200947928694311
PRAG1,FAM171A1,0.0049490232417447
MYH7,FAM171A1,0.0100909688389173
NHSL3,FAM171A1,0.0069084424758937
SVIL,FAM171A1,0.0058766817033626
TCOF1,BPTF,0.0074036457786687
AHNAK2,BPTF,0.0095472293369381
KMT2D,BPTF,0.0405746126680124
SRRM2,BPTF,0.0294498294501051
NUMA1,BPTF,0.0182837724849524
FARP1,BPTF,0.0123290057023746
RIF1,BPTF,0.011792660615687
PHRF1,BPTF,0.0117418430305472
BAG3,BPTF,0.0165079998347829
NEB,SMARCD2,0.0011592603071587
EIF4B,SMARCD2,0.0063986286051697
NCOR1,SMARCD2,0.0038510281939236
MAP1S,SMARCD2,0.0426732720062014
TCOF1,SMARCD2,0.0014081487000062
NCL,SMARCD2,0.0222440540318365
BRD8,SMARCD2,0.0009651188949008
ARPP19,SMARCD2,0.001356864661779
ZNF185,SMARCD2,0.0023468164283272
LMO7,CPNE1,0.0027751483106939
TCOF1,CPNE1,0.0014569417043585
AHCTF1,CPNE1,0.0134501863708963
NCOR1,CPNE1,0.0041210033168853
USP10,CPNE1,0.0010357905599643
HUWE1,CPNE1,0.0010029597027944
FLNC,CPNE1,0.0046205959911045
SPEN,CPNE1,0.0020113422254808
KMT2D,CPNE1,0.0123221738387748
LMO7,EHD1,0.0018192363819967
TCOF1,EHD1,0.0084654879205883
SPEN,EHD1,0.0045306467115782
SRRM2,EHD1,0.0055658815999515
MDC1,EHD1,0.0023152728097201
PLEKHA6,EHD1,0.0418230464987641
IRS2,EHD1,0.0109298548697663
USP10,EHD1,0.0015062432485702
NCOR2,EHD1,0.0054986228582923
LMO7,DENND5A,0.0035374580960574
TCOF1,DENND5A,0.0006916183601313
AHNAK2,DENND5A,0.0042792651874441
SRRM2,DENND5A,0.0145238330495195
PRRC2A,DENND5A,0.000527743281249
MDC1,DENND5A,0.0029877702552748
PLEC,DENND5A,0.0065497510642366
ARPP19,DENND5A,0.0061847026442675
KMT2D,DENND5A,0.027449498197411
MAP1S,DENND5A,0.0364077004584407
TP53BP1,EIF5B,0.0450480259614562
EIF4G1,EIF5B,0.0352542207761535
ARHGEF2,EIF5B,0.0120785383502044
SCAF11,EIF5B,0.0119217518414929
PHACTR4,EIF5B,0.0194286479938489
MAP4K4,EIF5B,0.016040190486662
MACF1,EIF5B,0.0093942059515626
PHF3,EIF5B,0.0047076821948789
PCNT,EIF5B,0.0152323075738039
KMT2B,EIF5B,0.0515529567938085
SPEN,SRSF8,0.0016554554999906
HUWE1,SRSF8,0.0035255628370932
AHNAK2,SRSF8,0.0017896650000786
KMT2D,SRSF8,0.0416354058311459
