Feature,TargetFeature,SHAPValue,LogSHAPValue
MDC1,RPS20,0.0075470270842131,-4.886601556946863
ATXN2L,RPS20,0.0023493005666338,-6.053637626346691
AHCTF1,RPS20,0.0125952020315973,-4.374439328687134
PLEC,RPS20,0.0080397305061267,-4.823359715491511
PRRC2A,RPS20,0.0008905908373567,-7.023625453298583
NCOR2,RPS20,0.0056330784560299,-5.179099191236515
CLASP1,RPS20,0.0016012057379177,-6.436998347341347
KMT2D,KDM1A,0.0106746473273361,-4.539883757665079
SRRM2,KDM1A,0.0410209464953163,-3.193672452608094
PLEKHA6,KDM1A,0.0260201672739989,-3.64888337724823
NUMA1,KDM1A,0.0286345366835072,-3.553141713343793
IRS2,KDM1A,0.0111500070469477,-4.496315149062962
EIF4B,KDM1A,0.0056870000489595,-5.169572402048454
MAP1S,KDM1A,0.0162713698681865,-4.118348165340554
NCL,KDM1A,0.00290826440961,-5.840198798544007
USP24,KDM1A,0.0091433536896147,-4.694728036350894
USP10,KDM1A,0.0250482124354822,-3.6869528138584893
NEB,ESF1,0.0117367503315102,-4.445030306007398
KMT2D,ESF1,0.0188756812226082,-3.969880893234312
SRRM2,ESF1,0.0073091511095749,-4.9186281392448805
NES,ESF1,0.0265830042569034,-3.6274832051125694
MAP1S,ESF1,0.0042996198470836,-5.449228667845785
RIF1,ESF1,0.0210109933587926,-3.8627094849576795
USP24,ESF1,0.0520368260619075,-2.9558036175531717
NCL,ESF1,0.0151890931089863,-4.187177667317636
SASH1,ESF1,0.0072725962692587,-4.9236419302457906
LMO7,ASCC3,0.0014757710624177,-6.51857467159723
SRRM2,ASCC3,0.0017788168233498,-6.331806841676369
SPEN,ASCC3,0.0022059340738714,-6.116604243515159
AHNAK2,ASCC3,0.0128923568556988,-4.351120635013437
NACA,ASCC3,0.0049364086242219,-5.311117211319699
NES,ASCC3,0.0238946671686213,-3.734099975962131
MDC1,ASCC3,0.0011157314208069,-6.7982451063462594
KMT2D,ASCC3,0.0151708292194977,-4.188380825316145
ADAR,ASCC3,0.0006899047963695,-7.278956946168658
PLEKHA6,ASCC3,0.0166745447323655,-4.093871989960034
CLASP1,ASCC3,0.0008218087516067,-7.104002852257115
NCOR1,HP1BP3,0.0157520752873963,-4.150783158111515
TCOF1,HP1BP3,0.0303141597736377,-3.496140356364483
KMT2D,HP1BP3,0.0131071224640275,-4.334599496981992
SRRM2,HP1BP3,0.0328487410322407,-3.4158418595274607
LARP1,HP1BP3,0.0174647896139025,-4.047568446950922
FARP1,HP1BP3,0.0141633321948553,-4.2570988939055985
NUP214,HP1BP3,0.0032516941130066,-5.728579152911687
NHSL3,HP1BP3,0.007159952341755,-4.939251954211205
RIF1,HP1BP3,0.0061192099319392,-5.096322286879886
PHRF1,HP1BP3,0.0276107569580087,-3.5895498373344426
PLEKHA6,CARHSP1,0.0174059050282882,-4.050945760892587
TP53BP1,CARHSP1,0.026158478122646,-3.643581929825245
MED1,CARHSP1,0.0187197273912077,-3.9781773704742105
SCAF11,CARHSP1,0.023938120680048,-3.7322830831848224
TNS1,CARHSP1,0.0125081656464603,-4.381373596233083
PHIP,CARHSP1,0.0038800337905648,-5.551911416476424
PRKDC,CARHSP1,0.0262729427374737,-3.6392156626213903
NEB,SREK1,0.000454628845477,-7.696029196123744
LMO7,SREK1,0.0025408114215447,-5.9752717916662474
PRRC2A,SREK1,0.0012473653384732,-6.686721681276756
SPEN,SREK1,0.008858182270697,-4.7264136967344905
GPATCH8,SREK1,0.0073459449110291,-4.913606830792048
MAP1S,SREK1,0.0044743014456802,-5.4094050409644066
BAG3,SREK1,0.0069441379754972,-4.9698574320782285
ADAR,SREK1,0.0034848951330865,-5.659317326158833
PLEKHA6,SREK1,0.0108912141833493,-4.51979885299535
AHNAK2,SREK1,0.0092351695500257,-4.6847363059947895
SLC39A7,JUN,0.0104430455629221,-4.561819018483413
HID1,JUN,0.0002489315296539,-8.298332680623497
H4C1,JUN,0.0054848499002179,-5.205765551132047
BRD8,JUN,0.0141773890148495,-4.256106906366333
ABLIM1,JUN,0.0150441203352312,-4.1967680395206886
WASHC2A,JUN,0.0050592893331604,-5.2865292535385215
PLEKHO2,JUN,0.0019303487449201,-6.250054595539259
LMO7,RABL6,0.0072411086263995,-4.927980959113676
PLEC,RABL6,0.006605943320861,-5.0197855319987275
NUMA1,RABL6,0.0354035805679646,-3.3409423179696183
ABLIM1,RABL6,0.0310528726707784,-3.4720639573047323
EIF4B,RABL6,0.0343638303652142,-3.3707507106282946
NHSL3,RABL6,0.0086177351855419,-4.753932968324903
AKAP9,RABL6,0.0096683755942541,-4.6388949676760145
TRIM28,RABL6,0.0064111312995206,-5.049719533837243
AHCTF1,RABL6,0.0054524305735891,-5.211693792919743
EIF4B,RABL6,0.0074266899535782,-4.9026750170155315
GPATCH8,MYCBP2,0.0125642558204824,-4.376899336124743
KMT2D,MYCBP2,0.0275386265923064,-3.592165656485563
SRRM2,MYCBP2,0.0289460156176002,-3.5423227142242664
NCOR2,MYCBP2,0.00769750572282,-4.866858934701134
RIF1,MYCBP2,0.0124942330104033,-4.382488100300503
MAP4,MYCBP2,0.0116708820640101,-4.450658251648808
ABLIM1,MYCBP2,0.0107832961248937,-4.529756997260106
MAP1S,MYCBP2,0.0508215381513908,-2.9794350348934655
NCL,MYCBP2,0.0156764084566981,-4.1555983428029055
PPIG,MYCBP2,0.003338931032948,-5.702104573236033
SRGAP1,MYCBP2,0.0132352916663632,-4.3248684060420635
FHOD1,ADGRE5,0.0060868160105753,-5.101630156545337
PLEC,ADGRE5,0.0048940384864314,-5.319737449989431
TCOF1,ADGRE5,0.0178601010453855,-4.025186045913422
AHNAK2,ADGRE5,0.010642739895119,-4.542877319278619
MDC1,ADGRE5,0.0043097228132155,-5.446881689413619
ADAR,ADGRE5,0.0030929723685296,-5.778622718869189
IRS2,ADGRE5,0.0049042675336335,-5.317649527669551
SRRM2,ADGRE5,0.0044848659729678,-5.407046667314149
CLASP1,ADGRE5,0.0061884753799758,-5.085066526342955
EIF4G1,ADGRE5,0.0064120274474025,-5.049579763613534
RIF1,ADGRE5,0.0453021992727473,-3.0943996986043474
TCOF1,LRCH3,0.0078668035244301,-4.845103458596694
MDC1,LRCH3,0.0122046599101535,-4.405937440322372
ADAR,LRCH3,0.0071282343223981,-4.943691715841311
KMT2D,LRCH3,0.0162099249513346,-4.122131573021051
BAG3,LRCH3,0.0116021959837712,-4.456560889840702
SRRM2,LRCH3,0.0010592098913022,-6.850232034360066
MAP1S,LRCH3,0.0045544179165036,-5.391657546446241
LARP1,LRCH3,0.0038400985672064,-5.5622572441686
NUMA1,LRCH3,0.0352306483084485,-3.345838884628326
TCOF1,API5,0.0086737705339868,-4.747451688382019
SRRM2,API5,0.0152237210136465,-4.184900474586673
PLEC,API5,0.0033599997580743,-5.695814377008723
GPATCH8,API5,0.0125736722258006,-4.376150156976701
CLASP1,API5,0.0098496199014329,-4.620322413229718
ATXN2L,API5,0.0121948065861893,-4.406745107531105
AKAP9,API5,0.0037967511889521,-5.573609528203987
NIPBL,API5,0.0077272907549216,-4.8629969623030584
EIF4G1,API5,0.0842589690907336,-2.4738602573656716
PHRF1,API5,0.0165240678969516,-4.10293730046601
TP53BP1,API5,0.008242782376312,-4.798417325029282
SSH1,API5,0.0072370135839937,-4.928546646079914
MAP1S,DVL3,0.0084862001021119,-4.769313952217004
SHANK3,DVL3,0.0022844586412611,-6.081626201190883
EIF4B,DVL3,0.0167818998344392,-4.087454364182795
BAG3,DVL3,0.0004538377343433,-7.6977708371510465
GPRIN3,DVL3,0.0026146890088801,-5.946610114395962
BRD8,DVL3,0.0078383960931345,-4.848721045506489
XIRP1,DVL3,0.002385682113673,-6.038270193992434
SVIL,DVL3,0.0010421025743842,-6.866514900587791
TNS1,DVL3,0.0164874643978767,-4.1051549202813415
SYNPO,DVL3,0.0148933239804534,-4.206842221440487
HUWE1,INO80,0.0006479104177298,-7.341758115412752
LMO7,INO80,0.0009370467427959,-6.972777391382157
DAXX,INO80,0.0009847170848911,-6.9231561815095555
TCOF1,INO80,0.0027611206155042,-5.892118661546721
SPEN,INO80,0.0237911083265093,-3.7384433678369726
PRRC2A,INO80,0.0011596244454664,-6.75965908019175
MDC1,INO80,0.001781036253526,-6.330559919168143
ADAR,INO80,0.0058762829960613,-5.136830860485553
CKMT2,PSPC1,0.0043262013436795,-5.443065409843756
ACTN2,PSPC1,0.0019365217020531,-6.246861852228421
LRRFIP2,PSPC1,0.0028147917721648,-5.8728669909382525
NCOR1,PSPC1,0.0025560243429742,-5.969302218656879
SPEN,PSPC1,0.0165011715987106,-4.104323894613947
GPATCH8,PSPC1,0.0048957369391646,-5.3193904649613994
CKM,PSPC1,0.0168869517641813,-4.081214040223895
ABLIM1,PSPC1,0.0065829185204015,-5.023277087847568
MDC1,PSPC1,0.0013253511752484,-6.626077816736976
BRD8,PSPC1,0.007086149607122,-4.949613159704721
BAG3,CEP170B,0.0066690288006114,-5.010281036761086
MAP1S,CEP170B,0.0089169358818411,-4.719802902408
ABLIM1,CEP170B,0.0088454136802172,-4.727856182513
AHNAK2,CEP170B,0.0095771713860663,-4.648372993012688
EIF4B,CEP170B,0.0057659600083111,-5.155783615566757
NCL,CEP170B,0.0093705950590777,-4.6701786779096786
BRD8,CEP170B,0.0209119885433661,-3.8674326699501673
PLEKHA6,CEP170B,0.0018409301206381,-6.297484334736709
CALD1,CEP170B,0.0143264332933546,-4.24564896600402
MDC1,CEP170B,0.0044966731484159,-5.404417455975157
KMT2D,CEP170B,0.0238909520881224,-3.734255465440521
TCOF1,PROSER2,0.0003258839017262,-8.028969369701032
IRS2,PROSER2,0.007738404479884,-4.8615597521800495
NHSL3,PROSER2,0.0216750592973359,-3.831593020571366
PLEKHA6,PROSER2,0.0188322322386169,-3.9721853964131904
AHCTF1,PROSER2,0.0109833880376321,-4.511371326049603
RIF1,PROSER2,0.0069908123939625,-4.963158507177476
BAG3,PROSER2,0.0110992290764427,-4.50087962564852
TJP1,PROSER2,0.0037420830487091,-5.5881128577075945
ABLIM1,PROSER2,0.0065650305838087,-5.025998112623042
MAP1S,PROSER2,0.074543436964391,-2.5963732770003034
NCOR1,PSMD1,0.0022540320519888,-6.095034643417387
GPATCH8,PSMD1,0.0212223715936516,-3.85269938985218
PPIG,PSMD1,0.0066251099985978,-5.016888303685756
TCOF1,PSMD1,0.0178448319613311,-4.026041338653075
PCBP2,PSMD1,0.0269565429300852,-3.6135292307563947
AHNAK2,PSMD1,0.0037262064368613,-5.592364603919553
BRD8,PSMD1,0.0055327690666794,-5.197066853388958
SVIL,PSMD1,0.0044041823130547,-5.425200663827157
KMT2D,PSMD1,0.0070445527166166,-4.955500625126581
THRAP3,PSMD1,0.032420027190715,-3.428978923973077
LMO7,PIGB,0.0005583023252192,-7.4906099408362845
SRRM2,PIGB,0.0018828605096725,-6.274963110822996
IRS2,PIGB,0.0056920457444497,-5.168685562165303
MED1,PIGB,0.0196045672792501,-3.9319927154401104
PHLDB1,PIGB,0.0019777642027192,-6.225788262837536
HAUS6,PIGB,0.0003878588650032,-7.854869034505829
TJP1,PIGB,0.0019084108804701,-6.261484382981364
PHIP,PIGB,0.0113273494033215,-4.480535176296482
LMO7,PRDX2,0.003279007176958,-5.720214592357764
TNS1,PRDX2,0.0267201064276967,-3.622338947249143
RIPOR1,PRDX2,0.0041019356860221,-5.496296298142792
MED1,PRDX2,0.0118803079273397,-4.432873045573811
AHNAK2,PRDX2,0.0091972348527297,-4.6888523995900995
KMT2D,PRDX2,0.0056035950279076,-5.184346917945943
FLNA,PRDX2,0.0035939342502567,-5.628507785096209
ARHGAP21,PRDX2,0.007799336923422,-4.853716558717823
EPS8,PRDX2,0.001631719364498,-6.418120995254885
TLN1,PRDX2,0.0274536346733127,-3.595256709106774
HUWE1,SAV1,0.0036922761830405,-5.60151215933206
LMO7,SAV1,0.0070685546686418,-4.952099251565032
TCOF1,SAV1,0.0039372682800691,-5.537268126068346
MDC1,SAV1,0.0137537428443986,-4.286444285045771
SPEN,SAV1,0.001917216541468,-6.256880862785703
ADAR,SAV1,0.0005203511048813,-7.561006772540102
AHNAK2,SAV1,0.0150132305405714,-4.198823430607034
GPATCH8,SAV1,0.0007904603240858,-7.1428950934841575
ARPP19,SAV1,0.0168608970020905,-4.082758124852688
LMO7,SEC24B,0.0004789514598201,-7.643911302180732
HUWE1,SEC24B,0.0004548304391792,-7.695585869613359
SPEN,SEC24B,0.0005150598220059,-7.571227504811742
TCOF1,SEC24B,0.0025628733821271,-5.966626235033916
KMT2D,SEC24B,0.0128214097137047,-4.356638871467549
AHNAK2,SEC24B,0.0005586593005957,-7.489970750768508
GPATCH8,SEC24B,0.0033608630952479,-5.6955574644077105
PLEKHA6,SEC24B,0.0058800983997456,-5.136181782561012
MDC1,SEC24B,0.0094866147105472,-4.657873451755414
PRRC2A,SEC24B,0.0011785293338314,-6.743487945077834
ACTBL2,HSP90AB3P,0.0004232415441743,-7.767567515474757
HUWE1,HSP90AB3P,0.013460901434849,-4.307965985622526
NEB,HSP90AB3P,0.0010544854116438,-6.854702392523502
BAG3,HSP90AB3P,0.0042173360233088,-5.468551624369046
BRD8,HSP90AB3P,0.0093866435219791,-4.668467502061694
LMO7,HSP90AB3P,0.0010348620362016,-6.873487159505762
CDK11A,HSP90AB3P,0.0042663959879837,-5.456985839053417
KMT2D,FLII,0.011965143364245,-4.425757575725761
PLEC,FLII,0.0111464278754075,-4.496636202324025
SRRM2,FLII,0.0164743801942216,-4.10594882028932
CLASP1,FLII,0.0077427319554647,-4.86100068783597
EIF4G1,FLII,0.0370290498256952,-3.2960525439673787
GPATCH8,FLII,0.0132508897073474,-4.323690581079881
NHSL1,FLII,0.0351181242394012,-3.3490379216814175
MAP4K4,FLII,0.0121232660548243,-4.412628858172579
USP10,FLII,0.009813721667342,-4.623973702492838
TP53BP1,FLII,0.0343129872017117,-3.3722313608562025
DDX54,UQCRFS1,0.0111091623165207,-4.499985077226292
CDK13,UQCRFS1,0.0043163040325936,-5.445355790926936
MYO9B,UQCRFS1,0.0048097814450047,-5.337103633525748
ITPRID2,UQCRFS1,0.0064317971744178,-5.046501281430752
RIF1,UQCRFS1,0.0100113788837506,-4.604032944517319
MAP2,UQCRFS1,0.0060108438331647,-5.1141901354381645
AKAP11,UQCRFS1,0.0149561680210949,-4.202631487569924
PEAR1,GAPDH,0.001693533604935,-6.38093804242237
FAM169A,GAPDH,0.0034258949948936,-5.676392529026388
ABLIM1,GAPDH,0.009316594570615,-4.675958106474607
PPIG,GAPDH,0.0208337625205831,-3.8711804101320997
MYH3,GAPDH,0.0140564008580419,-4.264677409861282
PLEC,KHDRBS1,0.0089267780993448,-4.718699744342117
USP10,KHDRBS1,0.0010782850006804,-6.832383462327497
NUMA1,KHDRBS1,0.0254806385990869,-3.6698363858337277
ATXN2L,KHDRBS1,0.0066117397934621,-5.018908453478604
MDC1,KHDRBS1,0.0066493268137481,-5.013239660453903
TP53BP1,KHDRBS1,0.0318136099838754,-3.4478610938419614
EIF4G1,KHDRBS1,0.0272739225946063,-3.601824249615848
RAI1,KHDRBS1,0.0079399544073944,-4.835847745881342
PALLD,KHDRBS1,0.0180960301422636,-4.012062693923221
LMO7,TMF1,0.0057267859164978,-5.162600827708303
TCOF1,TMF1,0.0063535153434774,-5.05874702185803
MDC1,TMF1,0.0059955781968272,-5.116733048643367
KMT2D,TMF1,0.0207151535310181,-3.8768897918935563
CLASP1,TMF1,0.0129420374808909,-4.347274546284891
NELFE,TMF1,0.0249732827446231,-3.6899487157855764
FARP1,TMF1,0.0091835496008092,-4.690341482331248
BAG3,TMF1,0.0325873781537832,-3.4238302387772035
CDC42BPA,TMF1,0.006753293427681,-4.997724977877622
NHSL3,TMF1,0.0218386740695545,-3.8240728410494107
SYNPO2L,ZCRB1,0.0091139574588682,-4.69794825381996
NEB,ZCRB1,0.00573395800437,-5.161349235515341
MYLK,ZCRB1,0.001838573045946,-6.298765526738893
MYH1,ZCRB1,0.0055557388307888,-5.192923861892369
COBL,ZCRB1,0.0094251525323753,-4.664373361972621
SORBS2,ZCRB1,0.0004717891618328,-7.658978363207081
SHANK3,ZCRB1,0.0039240916237487,-5.540620387972438
TCF4,ZCRB1,0.0013266285934356,-6.625114447181085
TJP1,ZCRB1,0.004706525602154,-5.358805307248036
SYNPO2,ZCRB1,0.0053724775615753,-5.226466105989545
GPATCH8,LBR,0.0218269595927062,-3.824609394679661
IRS2,LBR,0.0282329073022246,-3.5672670557557478
NCOR2,LBR,0.0020973613921691,-6.167075204204973
PLEKHA6,LBR,0.0253781815022974,-3.673865470078643
NIPBL,LBR,0.0042454886476724,-5.461898354495596
TP53BP1,LBR,0.0078748772055201,-4.84407768734184
TRIM28,LBR,0.0025822309354485,-5.959101550027237
EIF4G1,LBR,0.0105250994125116,-4.553992454089026
EIF4B,LBR,0.014036627891334,-4.266085087911905
PCBP1,LBR,0.0091311489408409,-4.69606374992244
ADAR,IQGAP1,0.0033700532007446,-5.692826748171376
PLEC,IQGAP1,0.0057014260380079,-5.167038953325308
SRRM2,IQGAP1,0.0112996724965541,-4.482981536289678
IRS2,IQGAP1,0.0102099738989966,-4.584390203224443
NUMA1,IQGAP1,0.0367198189370279,-3.3044386441508307
PLEKHA6,IQGAP1,0.0340137618145384,-3.380990077007775
NHSL3,IQGAP1,0.0074246614461664,-4.9029481918088305
AHCTF1,IQGAP1,0.0122621825178231,-4.401235344919349
NUP214,IQGAP1,0.0049516603000464,-5.308032344489502
CLSPN,IQGAP1,0.0068031273900166,-4.990372862229843
PHLDB1,IQGAP1,0.0021423502859339,-6.145851788144483
TCOF1,CHERP,0.0063312276504777,-5.0622611200066485
AHNAK2,CHERP,0.007588276931549,-4.881150731588378
ADAR,CHERP,0.0072019814967423,-4.933399082941995
KMT2D,CHERP,0.0102100960860406,-4.5843782358762315
NUMA1,CHERP,0.0369912773688259,-3.297073140919044
PLEKHA6,CHERP,0.0376732431629702,-3.2788051669312352
AHCTF1,CHERP,0.0092260448192353,-4.685724835931222
RIF1,CHERP,0.0199867834114107,-3.91268405330162
CLSPN,CHERP,0.0066010343065487,-5.020528929114535
ZNF106,STT3B,0.0585012072219258,-2.8387078886850152
PLEC,STT3B,0.0159530599526527,-4.138104621590184
AFF4,STT3B,0.0097923749057553,-4.626151267001129
CLASP2,STT3B,0.017943069868524,-4.02055131834379
KIDINS220,STT3B,0.0071005781807447,-4.947579064342723
MACF1,STT3B,0.0054334117894008,-5.2151880201747645
ATRX,STT3B,0.0175552242000748,-4.042403698148802
AHNAK2,SETX,0.0014447145792357,-6.539843499948259
MDC1,SETX,0.0145355987178156,-4.231154554363461
KMT2D,SETX,0.0483460545867182,-3.029370661514387
CLASP1,SETX,0.003598036393794,-5.6273670284982815
IRS2,SETX,0.0029582263985158,-5.82316537992266
AKAP9,SETX,0.0040094157338684,-5.519109750556474
NUMA1,SETX,0.0603735705558031,-2.807203843384042
ATXN2L,SETX,0.0020078162937234,-6.210707568527404
AHCTF1,SETX,0.0013744796587483,-6.589680049487542
IRS2,TMEM11,0.0034579116074931,-5.667090453790632
PLEKHA6,TMEM11,0.0185554000914997,-3.986994422239111
MED1,TMEM11,0.0299611616220576,-3.5078533486529206
NACA,TMEM11,0.0207398623502432,-3.875697713124516
DOCK5,TMEM11,0.0045015100983925,-5.403342361078816
BCOR,TMEM11,0.0012191745912371,-6.70958121376981
SUPT6H,TMEM11,0.0032961516310519,-5.714999663426372
AFF4,TMEM11,0.0376570500737898,-3.2792350893099766
PCNT,TMEM11,0.0038609350183074,-5.556845892116882
CAD,TMEM11,0.0061983872776397,-5.083466137276984
PCBP1,TMEM11,0.0071275911298953,-4.943781951584641
TCOF1,LUZP1,0.0174805018437639,-4.046669199569383
MDC1,LUZP1,0.0047635520490282,-5.346761660241636
SRRM2,LUZP1,0.0103960024983165,-4.566333921887753
GPATCH8,LUZP1,0.0026511224389089,-5.932772166808591
RIF1,LUZP1,0.0512384208761975,-2.971265620613554
NHSL3,LUZP1,0.0155769698720871,-4.161961745767606
TP53BP1,LUZP1,0.0583329810990634,-2.8415876320467337
EIF4G1,LUZP1,0.0456653552186528,-3.0864153600742066
ARHGEF2,LUZP1,0.0119854833365578,-4.424059083451905
ABLIM1,PLCB3,0.0151698135539205,-4.188447776144126
PPIG,PLCB3,0.0086684535258124,-4.748064874824849
SVIL,PLCB3,0.005007044022697,-5.2969095534427035
USP24,PLCB3,0.0169321774656849,-4.078539475296122
CBX3,PLCB3,0.0032506005608409,-5.728915511760635
NELFA,PLCB3,0.000984168210411,-6.923713729981911
EIF4B,PLCB3,0.002249313985805,-6.097130004453577
PCBP2,PLCB3,0.0210373865369381,-3.8614541128516833
TXLNG,PLCB3,0.0021222365663654,-6.155284762268269
TTN,UBAP2,0.0017266842267111,-6.361552341520665
NCOR1,UBAP2,0.0013267698621844,-6.62500796581291
CKM,UBAP2,0.0004594292638566,-7.685525569571307
AHNAK2,UBAP2,0.0015244930716186,-6.486093336237272
SPEN,UBAP2,0.0058925549892341,-5.134065591125559
PPIG,UBAP2,0.0122396237728515,-4.403076739882496
GPATCH8,UBAP2,0.0205219477897735,-3.8862603416554085
ABLIM1,UBAP2,0.0052439762707075,-5.250675238127631
BAG3,UBAP2,0.0026435771971927,-5.935622280069915
EIF4B,UBAP2,0.0009154245481714,-6.996122613224902
BRD8,UBAP2,0.0172228099930535,-4.061520611352566
GPATCH8,PRCC,0.0027733684994761,-5.887692632797966
MDC1,PRCC,0.012400006066529,-4.390058317135056
NES,PRCC,0.0213074477616581,-3.848698607211887
TJP1,PRCC,0.0230951575244178,-3.768132314407618
ABLIM1,PRCC,0.0064758336850479,-5.039677925237126
NCL,PRCC,0.0170398572025521,-4.072200137748
RASAL2,PRCC,0.0017522284695655,-6.346866889966791
USP24,PRCC,0.0846651229028695,-2.4690515342286163
TP53BP1,PRCC,0.0149263507225385,-4.204627123125814
MDC1,ZHX3,0.0128008442509725,-4.358244153124414
KMT2D,ZHX3,0.0026210516463001,-5.944179650027642
NELFE,ZHX3,0.0048834900296728,-5.321895144714375
CLASP1,ZHX3,0.0088513438283988,-4.727185986472773
IRS2,ZHX3,0.0040427108458292,-5.510839810587021
ATXN2L,ZHX3,0.0105357219729376,-4.552983703183032
NCOR2,ZHX3,0.0033702114732282,-5.69277978488691
FARP1,ZHX3,0.0020396619386459,-6.194971201208532
PLEKHA6,ZHX3,0.042996340992425,-3.146640260108625
NIPBL,ZHX3,0.003792462924087,-5.574739622903546
TCOF1,PHF6,0.00824765549041,-4.797826302003789
MDC1,PHF6,0.029460217426556,-3.5247144875758383
PLEC,PHF6,0.0257524042463856,-3.6592272874393124
NCOR2,PHF6,0.0090002462213175,-4.710503344095972
PLEKHA6,PHF6,0.015355167617242,-4.176303209014644
NHSL3,PHF6,0.0114816730217191,-4.467003165109602
NUP214,PHF6,0.0082891069487418,-4.7928130419657204
PHRF1,PHF6,0.0088615351995156,-4.726035256292169
ASXL2,PHF6,0.0269948135408156,-3.6121105225105663
EIF4G1,PHF6,0.0111949281384027,-4.492294448031727
MDC1,PHLDB1,0.0279991196748258,-3.575582209485979
KMT2D,PHLDB1,0.0213394418128995,-3.8471981902969477
PLEC,PHLDB1,0.0264503618108898,-3.632485441720732
NELFE,PHLDB1,0.0057304398502308,-5.161962988508609
NUMA1,PHLDB1,0.0125584376780357,-4.377362514370424
RIF1,PHLDB1,0.0127392217525009,-4.363069717634858
TP53BP1,PHLDB1,0.0405469332428147,-3.2052951303111983
EIF4G1,PHLDB1,0.0247147882947467,-3.7003534981208484
MIA2,PHLDB1,0.0099124641653092,-4.61396230712892
BRD8,RB1CC1,0.0221703860665418,-3.808997841588451
MAP1S,RB1CC1,0.0192959292864843,-3.947861123116325
EIF4B,RB1CC1,0.0016380810959069,-6.414229785676123
USP24,RB1CC1,0.0042651826621856,-5.457270270776087
CAST,RB1CC1,0.0017330922022721,-6.357848065813914
PCBP2,RB1CC1,0.0013856614039316,-6.581577705367522
CEP170B,RB1CC1,0.0116425857414012,-4.453085718616827
SYNPO,RB1CC1,0.0122784492703629,-4.39990964515232
XIRP1,RB1CC1,0.0017830920171787,-6.329406333368454
TTN,MYO18A,0.0027099453394039,-5.910826814255604
ESAM,MYO18A,0.0008816240117839,-7.03374488333955
DMD,MYO18A,0.0011994851155084,-6.725862884674896
CMBL,MYO18A,0.004037847427881,-5.512043543886309
CAST,MYO18A,0.0056833536457644,-5.170213789892316
BRD8,MYO18A,0.0302875519772015,-3.4970184767138006
USP24,MYO18A,0.0023686736148096,-6.045425136699564
NCOR1,RTN1,0.0052947701238708,-5.241035714682166
PLEC,RTN1,0.0091486202100481,-4.6941522077817295
KMT2D,RTN1,0.0046308850712707,-5.375007269051095
CLASP1,RTN1,0.0061525575372155,-5.090887423899557
MAP1S,RTN1,0.0172648236616161,-4.059084161825929
LARP1,RTN1,0.0008156025742966,-7.111583362946493
PRRC2C,RTN1,0.0035301772153999,-5.646407206634182
AHCTF1,RTN1,0.0059230176990258,-5.128909213505753
TRIM28,RTN1,0.0018183941994831,-6.309801475332535
PLEKHA6,RTN1,0.032623093653893,-3.4227348471110814
TCOF1,NECTIN1,0.006686762999963,-5.0076253784461064
LRRFIP2,NECTIN1,0.0027489755219593,-5.896526974182325
PLEC,NECTIN1,0.0093458819053644,-4.672819470631756
KMT2D,NECTIN1,0.0099318463752777,-4.6120088791081075
FARP1,NECTIN1,0.0025865308508686,-5.9574377409411134
SRRM2,NECTIN1,0.0141761780544596,-4.256192324923207
PLEKHA6,NECTIN1,0.0502354550489485,-2.9910342257044173
PCBP1,NECTIN1,0.0049012984064512,-5.3182551280583885
RIF1,NECTIN1,0.0141100620781963,-4.260867113538411
MDC1,CBX4,0.0101135147999125,-4.593882650590329
AHNAK2,CBX4,0.0150219438770685,-4.198243221774524
NES,CBX4,0.0084640845729743,-4.771923411835029
KMT2D,CBX4,0.0130265008218115,-4.340769471738015
NIPBL,CBX4,0.0045506685727419,-5.392481117749611
NACA,CBX4,0.0170172332357864,-4.073528728640669
IRS2,CBX4,0.0179814808265638,-4.0184128936768735
NHSL3,CBX4,0.0022894487129136,-6.079444227116676
EIF4B,CBX4,0.0105570529859346,-4.550961112953869
CAMSAP2,PPP1R3G,0.0062473096682141,-5.075604360991095
DMD,PPP1R3G,0.0014493989272747,-6.536606341406174
NACA,PPP1R3G,0.0013859074284069,-6.58140017091622
SYNPO2,PPP1R3G,0.0044246709864583,-5.420559356629348
CAMSAP1,PPP1R3G,0.001002321069673,-6.905436898830444
AIFM1,PPP1R3G,0.0220512974600765,-3.814383837093563
NHSL1,PPP1R3G,0.0010848949880209,-6.8262720819079
FLNC,PPP1R3G,0.0022374037005994,-6.102439147579718
HUWE1,SLC1A4,0.0019373913273976,-6.246412887394933
LMO7,SLC1A4,0.0036031495927385,-5.625946929138712
MDC1,SLC1A4,0.0087668581917265,-4.736776781740169
AHNAK2,SLC1A4,0.0077992653270187,-4.853725738566395
SPEN,SLC1A4,0.0069348887133574,-4.971190272444689
TCOF1,SLC1A4,0.0019814208148468,-6.223941108359497
NES,SLC1A4,0.0004106174158495,-7.797848638668874
GPATCH8,SLC1A4,0.0011159769797115,-6.798025042734424
KMT2D,SLC1A4,0.0045343157807699,-5.396081082041534
PLEKHA6,SLC1A4,0.0345162106414696,-3.366326191635101
HCFC1,SLC1A4,0.0001650948122624,-8.708990629322297
MYH7,PRKD2,0.0032372328734141,-5.733036365502993
NCOR1,PRKD2,0.0049481406203114,-5.308743405229331
TTN,PRKD2,0.001123068933969,-6.791690221343932
HUWE1,PRKD2,0.0256114255459948,-3.6647167166730568
ABLIM1,PRKD2,0.0021107384368128,-6.160717422665937
