Feature,TargetFeature,FisherScore,MedianCoeff,MeanR2,MeanMSE,Coeff*R2
ATXN2,ATF2,6.20306482636284,0.1660255624320348,0.7625436297459254,0.0142676596428197,0.1266017350075326
BAZ2A,ATF2,7.592108668247365,0.5961992564323808,0.7625436297459254,0.0142676596428197,0.4546279450517694
BCLAF1,ATF2,7.278989569617635,0.2549790739325094,0.7625436297459254,0.0142676596428197,0.1944326685457504
CDK12,ATF2,6.35922314755094,-0.1698979679163595,0.7625436297459254,0.0142676596428197,-0.1295546131413976
CEP170,ATF2,5.132612149204247,-0.1015559792352038,0.7625436297459254,0.0142676596428197,-0.0774408650284141
CLASP1,ATF2,4.32652521434518,0.1556181098867072,0.7625436297459254,0.0142676596428197,0.11866559836721
DENND4A,ATF2,4.9561969228168845,0.1759147956076157,0.7625436297459254,0.0142676596428197,0.1341427067686439
EML4,ATF2,4.23744858354475,-0.0123468420933818,0.7625436297459254,0.0142676596428197,-0.0094150057857871
EPRS1,ATF2,4.637452589748848,-0.082218281917676,0.7625436297459254,0.0142676596428197,-0.0626950271249784
FASTKD2,ATF2,5.629721227347261,0.4042891902995532,0.7625436297459254,0.0142676596428197,0.3082881466380624
FKBP15,ATF2,5.483705847754972,-0.0868806391375232,0.7625436297459254,0.0142676596428197,-0.0662502779225728
GPATCH8,ATF2,4.6937933002764485,0.0922943849133753,0.7625436297459254,0.0142676596428197,0.0703784952770127
HNRNPM,ATF2,4.234930295715279,0.0397665760660976,0.7625436297459254,0.0142676596428197,0.0303237492560095
HUWE1,ATF2,7.479785833908195,0.4015259346169043,0.7625436297459254,0.0142676596428197,0.3061810436198993
KMT2A,ATF2,7.626332327566152,0.355218492793752,0.7625436297459254,0.0142676596428197,0.2708695988478245
KMT2D,ATF2,4.495186372748346,0.592008164282616,0.7625436297459254,0.0142676596428197,0.4514320544312881
LMO7,ATF2,8.91526907956631,0.3061052430941449,0.7625436297459254,0.0142676596428197,0.2334186031532681
MDC1,ATF2,4.592582411574008,0.0346923054202716,0.7625436297459254,0.0142676596428197,0.0264543964994281
MKI67,ATF2,4.511723203310956,-0.2337397806845596,0.7625436297459254,0.0142676596428197,-0.1782367807792206
MKI67,ATF2,5.926977726811347,-0.0542891224030003,0.7625436297459254,0.0142676596428197,-0.0413978244529047
MYCBP2,ATF2,5.521567218910386,-0.052085471036938,0.7625436297459254,0.0142676596428197,-0.0397174441415329
NACA,ATF2,4.578661611028815,0.0055089568932582,0.7625436297459254,0.0142676596428197,0.0042008199854989
NCOR1,ATF2,8.203169534460425,-0.0197789679839137,0.7625436297459254,0.0142676596428197,-0.015082326039082
PCBP1,ATF2,4.758305781976058,0.0315907811417027,0.7625436297459254,0.0142676596428197,0.0240893489183031
PEAR1,ATF2,4.662125697150415,-0.1939325863364038,0.7625436297459254,0.0142676596428197,-0.1478820583109764
PLEC,ATF2,4.375435680490013,-0.0082965741599079,0.7625436297459254,0.0142676596428197,-0.0063264997743524
PLEKHA6,ATF2,4.099870910510329,0.2981821954657905,0.7625436297459254,0.0142676596428197,0.2273769336560929
PRRC2A,ATF2,4.597185269565363,0.0546126688528745,0.7625436297459254,0.0142676596428197,0.0416445427371831
SIPA1L1,ATF2,6.639059571042911,-0.3139440569887803,0.7625436297459254,0.0142676596428197,-0.2393960407533862
SPEN,ATF2,6.101857665216674,0.001807978469572,0.7625436297459254,0.0142676596428197,0.0013786624646899
